date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:28:41	139591/139591	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2005:34:00%20GMT	https://gulshangroup.com/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/index.html	(from )
11:28:41	127/127	---M-Z	200	added ('OK')	text/plain	date:Thu,%2009%20May%202024%2005:58:40%20GMT	https://gulshangroup.com/robots.txt		(from )
11:28:42	93139/93139	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20May%202024%2005:58:41%20GMT	https://gulshangroup.com/wp-content/themes/bootscore-child-main/img/favicon/apple-touch-icon.png	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/themes/bootscore-child-main/img/favicon/apple-touch-icon.png	(from https://gulshangroup.com/)
11:28:43	93136/93136	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20May%202024%2005:58:42%20GMT	https://gulshangroup.com/wp-content/themes/bootscore-child-main/img/favicon/favicon-32x32.png	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/themes/bootscore-child-main/img/favicon/favicon-32x32.png	(from https://gulshangroup.com/)
11:28:44	93136/93136	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20May%202024%2005:58:43%20GMT	https://gulshangroup.com/wp-content/themes/bootscore-child-main/img/favicon/favicon-16x16.png	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/themes/bootscore-child-main/img/favicon/favicon-16x16.png	(from https://gulshangroup.com/)
11:28:45	93140/93140	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2009%20May%202024%2005:58:44%20GMT	https://gulshangroup.com/wp-content/themes/bootscore-child-main/img/favicon/safari-pinned-tab.svg	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/themes/bootscore-child-main/img/favicon/safari-pinned-tab.svg	(from https://gulshangroup.com/)
11:28:45	3369/3369	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2010:59:25%20GMT	https://gulshangroup.com/wp-content/cache/min/1/ajax/libs/lity/2.4.1/lity.min.css?ver=1713783565	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/cache/min/1/ajax/libs/lity/2.4.1/lity.min371a.css	(from https://gulshangroup.com/)
11:28:45	3211/3211	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20May%202024%2006:34:59%20GMT	https://gulshangroup.com/wp-content/cache/background-css/gulshangroup.com/wp-content/cache/min/1/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min.css?ver=1713783565&wpr_t=1715232840	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/cache/background-css/gulshangroup.com/wp-content/cache/min/1/ajax/libs/OwlCarousel2/2.3.4/assets/owl.carousel.min76b4.css	(from https://gulshangroup.com/)
11:28:45	846/846	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2010:59:26%20GMT	https://gulshangroup.com/wp-content/cache/min/1/ajax/libs/OwlCarousel2/2.3.4/assets/owl.theme.default.min.css?ver=1713783566	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/cache/min/1/ajax/libs/OwlCarousel2/2.3.4/assets/owl.theme.default.min8554.css	(from https://gulshangroup.com/)
11:28:45	16241/16241	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2010:59:26%20GMT	https://gulshangroup.com/wp-content/cache/min/1/ajax/libs/Swiper/8.4.5/swiper-bundle.css?ver=1713783566	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/cache/min/1/ajax/libs/Swiper/8.4.5/swiper-bundle8554.css	(from https://gulshangroup.com/)
11:28:46	78461/78461	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20May%202024%2006:34:59%20GMT	https://gulshangroup.com/wp-content/cache/background-css/gulshangroup.com/wp-content/cache/min/1/wp-content/themes/bootscore-child-main/styles.css?ver=1713783566&wpr_t=1715232840	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/cache/background-css/gulshangroup.com/wp-content/cache/min/1/wp-content/themes/bootscore-child-main/stylesa2f3.css	(from https://gulshangroup.com/)
11:28:46	17752/17752	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20May%202024%2006:34:59%20GMT	https://gulshangroup.com/wp-content/cache/background-css/gulshangroup.com/wp-content/cache/min/1/wp-content/themes/bootscore-child-main/styless.css?ver=1713783566&wpr_t=1715232840	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/cache/background-css/gulshangroup.com/wp-content/cache/min/1/wp-content/themes/bootscore-child-main/stylessa2f3.css	(from https://gulshangroup.com/)
11:28:47	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2009%20May%202024%2005:58:46%20GMT	https://gulshangroup.com/t	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/t	(from https://gulshangroup.com/)
11:28:47	107623/107623	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2004:47:20%20GMT	https://gulshangroup.com/testimonial/testimonial-right/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/testimonial/testimonial-right/index.html	(from https://gulshangroup.com/)
11:28:47	12634/12634	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2010:59:26%20GMT	https://gulshangroup.com/wp-content/cache/min/1/wp-content/plugins/fb-reviews-widget/static/css/facebook-review.css?ver=1713783566	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/cache/min/1/wp-content/plugins/fb-reviews-widget/static/css/facebook-review8554.css	(from https://gulshangroup.com/)
11:28:47	45643/45643	---M-Z	200	added ('OK')	application/rss+xml	date:Fri,%2003%20May%202024%2005:28:53%20GMT	https://gulshangroup.com/feed/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/feed/index.html	(from https://gulshangroup.com/)
11:28:47	113381/113381	---M-Z	200	added ('OK')	text/css	date:Wed,%2003%20Apr%202024%2004:17:34%20GMT	https://gulshangroup.com/wp-includes/css/dist/block-library/style.min.css?ver=7d941f640c6eeaaea8142cace59b9110	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-includes/css/dist/block-library/style.minefa3.css	(from https://gulshangroup.com/)
11:28:47	11340/11340	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20May%202024%2006:34:59%20GMT	https://gulshangroup.com/wp-content/cache/background-css/gulshangroup.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17&wpr_t=1715232840	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/cache/background-css/gulshangroup.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min163d.css	(from https://gulshangroup.com/)
11:28:48	4186/4186	---M-Z	200	added ('OK')	text/css	date:Sat,%2008%20Jun%202019%2021:45:02%20GMT	https://gulshangroup.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=7d941f640c6eeaaea8142cace59b9110	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-includes/js/mediaelement/wp-mediaelement.minefa3.css	(from https://gulshangroup.com/)
11:28:48	2368/2368	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2010:59:26%20GMT	https://gulshangroup.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=1713783566	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/css/styles8554.css	(from https://gulshangroup.com/)
11:28:48	90588/90588	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2010:59:26%20GMT	https://gulshangroup.com/wp-content/cache/min/1/wp-content/plugins/ymc-smart-filter/includes/assets/css/style.css?ver=1713783566	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/cache/min/1/wp-content/plugins/ymc-smart-filter/includes/assets/css/style8554.css	(from https://gulshangroup.com/)
11:28:48	782/782	---M-Z	200	added ('OK')	application/rss+xml	date:Fri,%2003%20May%202024%2005:28:53%20GMT	https://gulshangroup.com/comments/feed/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/comments/feed/index.html	(from https://gulshangroup.com/)
11:28:48	564/564	---M-Z	200	added ('OK')	text/css	date:Fri,%2015%20Sep%202023%2003:12:46%20GMT	https://gulshangroup.com/wp-content/themes/bootscore-main/style.css?ver=7d941f640c6eeaaea8142cace59b9110	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/themes/bootscore-main/styleefa3.css	(from https://gulshangroup.com/)
11:28:48	199337/199337	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2010:59:26%20GMT	https://gulshangroup.com/wp-content/cache/min/1/wp-content/themes/bootscore-main/css/main.css?ver=1713783566	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/cache/min/1/wp-content/themes/bootscore-main/css/main8554.css	(from https://gulshangroup.com/)
11:28:49	273/273	---M-Z	200	added ('OK')	text/css	date:Fri,%2015%20Sep%202023%2003:12:48%20GMT	https://gulshangroup.com/wp-content/themes/bootscore-child-main/style.css?ver=202309150312	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/themes/bootscore-child-main/stylee86a.css	(from https://gulshangroup.com/)
11:28:49	102799/102799	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2010:59:26%20GMT	https://gulshangroup.com/wp-content/cache/min/1/wp-content/themes/bootscore-main/fontawesome/css/all.min.css?ver=1713783566	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/cache/min/1/wp-content/themes/bootscore-main/fontawesome/css/all.min8554.css	(from https://gulshangroup.com/)
11:28:49	7934/7934	---M-Z	200	added ('OK')	application/json	date:Thu,%2009%20May%202024%2005:58:49%20GMT	https://gulshangroup.com/wp-json/wp/v2/pages/8	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-json/wp/v2/pages/8.json	(from https://gulshangroup.com/)
11:28:49	461548/461548	---M-Z	200	added ('OK')	application/json	date:Thu,%2009%20May%202024%2005:58:49%20GMT	https://gulshangroup.com/wp-json/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-json/index.html	(from https://gulshangroup.com/)
11:28:50	811/811	---M-Z	200	added ('OK')	text/xml	date:Thu,%2009%20May%202024%2005:58:49%20GMT	https://gulshangroup.com/xmlrpc.php?rsd	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/xmlrpc0db0.php	(from https://gulshangroup.com/)
11:28:50	2205/2205	---M-Z	200	added ('OK')	application/json	date:Thu,%2009%20May%202024%2005:58:49%20GMT	https://gulshangroup.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgulshangroup.com%2F	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-json/oembed/1.0/embedf120.json	(from https://gulshangroup.com/)
11:28:50	2360/2360	---M-Z	200	added ('OK')	text/xml	date:Thu,%2009%20May%202024%2005:58:50%20GMT	https://gulshangroup.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fgulshangroup.com%2F&format=xml	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-json/oembed/1.0/embed5613	(from https://gulshangroup.com/)
11:28:50	1512/1512	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Sep%202023%2013:27:28%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/cropped-loogo-1-1-1-32x32.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/cropped-loogo-1-1-1-32x32.webp	(from https://gulshangroup.com/)
11:28:50	9648/9648	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Sep%202023%2013:27:28%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/cropped-loogo-1-1-1-192x192.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/cropped-loogo-1-1-1-192x192.webp	(from https://gulshangroup.com/)
11:28:51	9034/9034	---M--	200	added ('OK')	image/webp	date:Tue,%2026%20Sep%202023%2013:27:28%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/cropped-loogo-1-1-1-180x180.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/cropped-loogo-1-1-1-180x180.webp	(from https://gulshangroup.com/)
11:28:51	2577/2577	---M-Z	200	added ('OK')	image/png	etag:%225eb03cf0-a11%22	https://cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	C:/Users/nisha/OneDrive/Desktop/realty/cdnjs.cloudflare.com/ajax/libs/OwlCarousel2/2.3.4/assets/owl.video.play.png	(from https://gulshangroup.com/)
11:28:51	80290/80290	---M--	200	added ('OK')	image/webp	date:Thu,%2016%20Nov%202023%2006:26:59%20GMT	https://gulshangroup.com/wp-content/uploads/2023/11/Hamburger-menu-1-scaled.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/11/Hamburger-menu-1-scaled.webp	(from https://gulshangroup.com/)
11:28:51	968/968	---M--	200	added ('OK')	image/webp	date:Fri,%2029%20Sep%202023%2006:56:12%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/vector-1.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/vector-1.webp	(from https://gulshangroup.com/)
11:28:52	87966/87966	---M--	200	added ('OK')	image/webp	date:Fri,%2015%20Sep%202023%2002:58:32%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/bg_img.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/bg_img.webp	(from https://gulshangroup.com/)
11:28:52	7170/7170	---M--	200	added ('OK')	image/webp	date:Thu,%2021%20Sep%202023%2018:24:38%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/g-life-w.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/g-life-w.webp	(from https://gulshangroup.com/)
11:28:52	17514/17514	---M--	200	added ('OK')	image/webp	date:Fri,%2029%20Sep%202023%2006:57:23%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/new-4.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/new-4.webp	(from https://gulshangroup.com/)
11:28:52	24972/24972	---M--	200	added ('OK')	image/webp	date:Wed,%2020%20Sep%202023%2002:18:28%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/texture-scaled.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/texture-scaled.webp	(from https://gulshangroup.com/)
11:28:53	552/552	---M--	200	added ('OK')	image/webp	date:Thu,%2021%20Sep%202023%2018:31:14%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/pluswebp.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/pluswebp.webp	(from https://gulshangroup.com/)
11:28:53	84/84	---M--	200	added ('OK')	image/webp	date:Thu,%2021%20Sep%202023%2018:31:14%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/minuswebp.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/minuswebp.webp	(from https://gulshangroup.com/)
11:28:53	4598/4598	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2002%20Aug%202017%2005:43:50%20GMT	https://gulshangroup.com/wp-includes/js/mediaelement/mejs-controls.svg	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-includes/js/mediaelement/mejs-controls.svg	(from https://gulshangroup.com/)
11:28:53	662/662	---M--	200	added ('OK')	image/png	date:Fri,%2022%20Sep%202023%2011:01:35%20GMT	https://gulshangroup.com/wp-content/plugins/wp-rocket/assets/img/youtube.png	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/plugins/wp-rocket/assets/img/youtube.png	(from https://gulshangroup.com/)
11:28:54	5224/5224	---M--	200	added ('OK')	image/webp	date:Wed,%2020%20Sep%202023%2018:45:10%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/white-logo.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/white-logo.webp	(from https://gulshangroup.com/)
11:28:54	49904/49904	---M--	200	added ('OK')	image/webp	date:Wed,%2020%20Sep%202023%2001:17:32%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/Logo_Coloured.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/Logo_Coloured.webp	(from https://gulshangroup.com/)
11:28:54	69880/69880	---M--	200	added ('OK')	image/webp	date:Tue,%2019%20Sep%202023%2023:31:36%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/34-1.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/34-1.webp	(from https://gulshangroup.com/)
11:28:54	117206/117206	---M--	200	added ('OK')	image/webp	date:Wed,%2020%20Sep%202023%2000:47:32%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/Homepage.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/Homepage.webp	(from https://gulshangroup.com/)
11:28:54	99284/99284	---M--	200	added ('OK')	image/webp	date:Fri,%2015%20Sep%202023%2002:48:48%20GMT	https://gulshangroup.com/wp-content/uploads/2023/07/Frame-1865.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/07/Frame-1865.webp	(from https://gulshangroup.com/)
11:28:55	65868/65868	---M--	200	added ('OK')	image/webp	date:Sat,%2016%20Dec%202023%2010:59:43%20GMT	https://gulshangroup.com/wp-content/uploads/2023/07/Avante-3-1024x547.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/07/Avante-3-1024x547.webp	(from https://gulshangroup.com/)
11:28:55	135520/135520	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2004:43:29%20GMT	https://gulshangroup.com/projects/residential/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/projects/residential/index.html	(from https://gulshangroup.com/)
11:28:56	116145/116145	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2004:47:18%20GMT	https://gulshangroup.com/projects/commercial/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/projects/commercial/index.html	(from https://gulshangroup.com/)
11:28:56	112159/112159	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2004:47:21%20GMT	https://gulshangroup.com/projects/future-plan/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/projects/future-plan/index.html	(from https://gulshangroup.com/)
11:28:56	116941/116941	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2005:33:46%20GMT	https://gulshangroup.com/contact-us/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/contact-us/index.html	(from https://gulshangroup.com/)
11:28:56	82806/82806	---M--	200	added ('OK')	image/webp	date:Fri,%2015%20Sep%202023%2003:08:12%20GMT	https://gulshangroup.com/wp-content/uploads/2023/07/Botnia-2-1024x546.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/07/Botnia-2-1024x546.webp	(from https://gulshangroup.com/)
11:28:57	180512/180512	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2004:34:33%20GMT	https://gulshangroup.com/meet-the-family/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/meet-the-family/index.html	(from https://gulshangroup.com/)
11:28:57	131204/131204	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2004:47:17%20GMT	https://gulshangroup.com/about/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/about/index.html	(from https://gulshangroup.com/)
11:28:58	126440/126440	---M--	200	added ('OK')	image/webp	date:Fri,%2015%20Sep%202023%2002:58:52%20GMT	https://gulshangroup.com/wp-content/uploads/2023/07/Ikebana-4-1024x546.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/07/Ikebana-4-1024x546.webp	(from https://gulshangroup.com/)
11:28:58	57038/57038	---M--	200	added ('OK')	image/webp	date:Fri,%2029%20Sep%202023%2006:52:23%20GMT	https://gulshangroup.com/wp-content/uploads/2023/06/Dynasty.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/06/Dynasty.webp	(from https://gulshangroup.com/)
11:28:58	130529/130529	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2005:34:51%20GMT	https://gulshangroup.com/life-at-gulshan/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/life-at-gulshan/index.html	(from https://gulshangroup.com/)
11:28:58	58738/58738	---M--	200	added ('OK')	image/webp	date:Fri,%2029%20Sep%202023%2006:52:10%20GMT	https://gulshangroup.com/wp-content/uploads/2023/06/Botnia.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/06/Botnia.webp	(from https://gulshangroup.com/)
11:28:58	59680/59680	---M--	200	added ('OK')	image/webp	date:Wed,%2027%20Sep%202023%2012:50:06%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/Botnia-1.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/Botnia-1.webp	(from https://gulshangroup.com/)
11:28:59	47606/47606	---M--	200	added ('OK')	image/webp	date:Mon,%2018%20Sep%202023%2022:44:06%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/Dynasty-1024x464.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/Dynasty-1024x464.webp	(from https://gulshangroup.com/)
11:28:59	121995/121995	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2005:34:47%20GMT	https://gulshangroup.com/careers/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/careers/index.html	(from https://gulshangroup.com/)
11:28:59	61260/61260	---M--	200	added ('OK')	image/webp	date:Mon,%2018%20Sep%202023%2022:46:34%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/Avante-1024x464.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/Avante-1024x464.webp	(from https://gulshangroup.com/)
11:28:59	46966/46966	---M--	200	added ('OK')	image/webp	date:Fri,%2015%20Sep%202023%2002:28:28%20GMT	https://gulshangroup.com/wp-content/uploads/2023/08/Virtual-Tour-Botnia-4.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/08/Virtual-Tour-Botnia-4.webp	(from https://gulshangroup.com/)
11:28:59	55742/55742	---M--	200	added ('OK')	image/webp	date:Fri,%2015%20Sep%202023%2002:50:18%20GMT	https://gulshangroup.com/wp-content/uploads/2023/08/Virtual-Tour-Ikebana-3.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/08/Virtual-Tour-Ikebana-3.webp	(from https://gulshangroup.com/)
11:29:00	994/994	---M--	200	added ('OK')	image/webp	date:Thu,%2028%20Sep%202023%2009:29:10%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/icon-2.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/icon-2.webp	(from https://gulshangroup.com/)
11:29:00	117251/117251	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2005:33:43%20GMT	https://gulshangroup.com/awards/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/awards/index.html	(from https://gulshangroup.com/)
11:29:00	254542/254542	---M--	200	added ('OK')	image/webp	date:Tue,%2019%20Sep%202023%2023:31:30%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/loogo-1-1-1.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/loogo-1-1-1.webp	(from https://gulshangroup.com/)
11:29:00	2104/2104	---M--	200	added ('OK')	image/webp	date:Mon,%2019%20Feb%202024%2004:05:57%20GMT	https://gulshangroup.com/wp-content/uploads/2024/02/GP.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2024/02/GP.webp	(from https://gulshangroup.com/)
11:29:00	1416/1416	---M--	200	added ('OK')	image/webp	date:Tue,%2019%20Sep%202023%2021:39:36%20GMT	https://gulshangroup.com/wp-content/uploads/2023/09/icon-1.webp	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/uploads/2023/09/icon-1.webp	(from https://gulshangroup.com/)
11:29:01	408573/408573	---MCZ	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2010:59:27%20GMT	https://gulshangroup.com/wp-content/cache/min/1/gh/hung1001/font-awesome-pro@4cac1a6/css/all.css?ver=1713783567	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/cache/min/1/gh/hung1001/font-awesome-pro@4cac1a6/css/all85a6.css	(from https://gulshangroup.com/)
11:29:01	116065/116065	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2004:41:54%20GMT	https://gulshangroup.com/blogs/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/blogs/index.html	(from https://gulshangroup.com/)
11:29:01	31345/31345	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Apr%202024%2010:59:27%20GMT	https://gulshangroup.com/wp-content/cache/min/1/font-awesome/4.7.0/css/font-awesome.min.css?ver=1713783567	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/cache/min/1/font-awesome/4.7.0/css/font-awesome.min85a6.css	(from https://gulshangroup.com/)
11:29:02	128135/128135	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2005:34:54%20GMT	https://gulshangroup.com/in-the-news/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/in-the-news/index.html	(from https://gulshangroup.com/)
11:29:02	18499/18499	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20May%202024%2006:34:59%20GMT	https://gulshangroup.com/wp-content/cache/background-css/gulshangroup.com/wp-content/cache/min/1/wp-content/uploads/trustindex-google-widget.css?ver=1713783567&wpr_t=1715232840	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/wp-content/cache/background-css/gulshangroup.com/wp-content/cache/min/1/wp-content/uploads/trustindex-google-widgetcf8f.css	(from https://gulshangroup.com/)
11:29:02	135935/135935	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2004:34:35%20GMT	https://gulshangroup.com/nri/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/nri/index.html	(from https://gulshangroup.com/)
11:29:03	139220/139220	---M-Z	200	added ('OK')	text/html	date:Thu,%2009%20May%202024%2005:59:01%20GMT	https://gulshangroup.com/events/	C:/Users/nisha/OneDrive/Desktop/realty/gulshangroup.com/events/index.html	(from https://gulshangroup.com/)
